date,series_id,value,release_date,vintage_date
2014-11-01,2,139.899882,2026-07-17,2026-07-17
2014-12-01,2,139.106635,2026-07-17,2026-07-17
2015-01-01,2,138.452014,2026-07-17,2026-07-17
2015-02-01,2,139.053318,2026-07-17,2026-07-17
2015-03-01,2,139.880924,2026-07-17,2026-07-17
2015-04-01,2,140.165284,2026-07-17,2026-07-17
2015-05-01,2,140.879739,2026-07-17,2026-07-17
2015-06-01,2,141.373223,2026-07-17,2026-07-17
2015-07-01,2,141.382701,2026-07-17,2026-07-17
2015-08-01,2,141.182464,2026-07-17,2026-07-17
2015-09-01,2,140.962678,2026-07-17,2026-07-17
2015-10-01,2,140.899289,2026-07-17,2026-07-17
2015-11-01,2,140.601896,2026-07-17,2026-07-17
2015-12-01,2,140.121445,2026-07-17,2026-07-17
2016-01-01,2,140.353081,2026-07-17,2026-07-17
2016-02-01,2,140.468602,2026-07-17,2026-07-17
2016-03-01,2,141.07346,2026-07-17,2026-07-17
2016-04-01,2,141.742299,2026-07-17,2026-07-17
2016-05-01,2,142.315758,2026-07-17,2026-07-17
2016-06-01,2,142.783175,2026-07-17,2026-07-17
2016-07-01,2,142.552133,2026-07-17,2026-07-17
2016-08-01,2,142.683057,2026-07-17,2026-07-17
2016-09-01,2,143.026066,2026-07-17,2026-07-17
2016-10-01,2,143.204384,2026-07-17,2026-07-17
2016-11-01,2,142.981635,2026-07-17,2026-07-17
2016-12-01,2,143.028436,2026-07-17,2026-07-17
2017-01-01,2,143.861967,2026-07-17,2026-07-17
2017-02-01,2,144.314573,2026-07-17,2026-07-17
2017-03-01,2,144.431872,2026-07-17,2026-07-17
2017-04-01,2,144.86019,2026-07-17,2026-07-17
2017-05-01,2,144.984005,2026-07-17,2026-07-17
2017-06-01,2,145.115521,2026-07-17,2026-07-17
2017-07-01,2,145.015403,2026-07-17,2026-07-17
2017-08-01,2,145.449645,2026-07-17,2026-07-17
2017-09-01,2,146.219787,2026-07-17,2026-07-17
2017-10-01,2,146.12737,2026-07-17,2026-07-17
2017-11-01,2,146.130924,2026-07-17,2026-07-17
2017-12-01,2,146.045024,2026-07-17,2026-07-17
2018-01-01,2,146.84064,2026-07-17,2026-07-17
2018-02-01,2,147.506517,2026-07-17,2026-07-17
2018-03-01,2,147.840047,2026-07-17,2026-07-17
2018-04-01,2,148.427725,2026-07-17,2026-07-17
2018-05-01,2,149.045024,2026-07-17,2026-07-17
2018-06-01,2,149.282583,2026-07-17,2026-07-17
2018-07-01,2,149.292654,2026-07-17,2026-07-17
2018-08-01,2,149.375592,2026-07-17,2026-07-17
2018-09-01,2,149.549171,2026-07-17,2026-07-17
2018-10-01,2,149.813389,2026-07-17,2026-07-17
2018-11-01,2,149.311611,2026-07-17,2026-07-17
2018-12-01,2,148.834716,2026-07-17,2026-07-17
2019-01-01,2,149.118483,2026-07-17,2026-07-17
2019-02-01,2,149.748815,2026-07-17,2026-07-17
2019-03-01,2,150.593602,2026-07-17,2026-07-17
2019-04-01,2,151.390995,2026-07-17,2026-07-17
2019-05-01,2,151.71327,2026-07-17,2026-07-17
2019-06-01,2,151.743483,2026-07-17,2026-07-17
2019-07-01,2,151.997038,2026-07-17,2026-07-17
2019-08-01,2,151.989336,2026-07-17,2026-07-17
2019-09-01,2,152.108412,2026-07-17,2026-07-17
2019-10-01,2,152.456161,2026-07-17,2026-07-17
2019-11-01,2,152.374408,2026-07-17,2026-07-17
2019-12-01,2,152.235782,2026-07-17,2026-07-17
2020-01-01,2,152.826422,2026-07-17,2026-07-17
2020-02-01,2,153.245261,2026-07-17,2026-07-17
2020-03-01,2,152.91173,2026-07-17,2026-07-17
2020-04-01,2,151.889218,2026-07-17,2026-07-17
2020-05-01,2,151.89218,2026-07-17,2026-07-17
2020-06-01,2,152.723341,2026-07-17,2026-07-17
2020-07-01,2,153.495853,2026-07-17,2026-07-17
2020-08-01,2,153.979858,2026-07-17,2026-07-17
2020-09-01,2,154.194313,2026-07-17,2026-07-17
2020-10-01,2,154.258294,2026-07-17,2026-07-17
2020-11-01,2,154.1641,2026-07-17,2026-07-17
2020-12-01,2,154.309242,2026-07-17,2026-07-17
2021-01-01,2,154.96564,2026-07-17,2026-07-17
2021-02-01,2,155.813981,2026-07-17,2026-07-17
2021-03-01,2,156.917654,2026-07-17,2026-07-17
2021-04-01,2,158.207346,2026-07-17,2026-07-17
2021-05-01,2,159.475711,2026-07-17,2026-07-17
2021-06-01,2,160.957346,2026-07-17,2026-07-17
2021-07-01,2,161.731635,2026-07-17,2026-07-17
2021-08-01,2,162.065758,2026-07-17,2026-07-17
2021-09-01,2,162.505924,2026-07-17,2026-07-17
2021-10-01,2,163.856043,2026-07-17,2026-07-17
2021-11-01,2,164.661137,2026-07-17,2026-07-17
2021-12-01,2,165.167062,2026-07-17,2026-07-17
2022-01-01,2,166.556872,2026-07-17,2026-07-17
2022-02-01,2,168.078199,2026-07-17,2026-07-17
2022-03-01,2,170.322275,2026-07-17,2026-07-17
2022-04-01,2,171.273104,2026-07-17,2026-07-17
2022-05-01,2,173.161137,2026-07-17,2026-07-17
2022-06-01,2,175.539692,2026-07-17,2026-07-17
2022-07-01,2,175.518957,2026-07-17,2026-07-17
2022-08-01,2,175.456754,2026-07-17,2026-07-17
2022-09-01,2,175.834123,2026-07-17,2026-07-17
2022-10-01,2,176.547393,2026-07-17,2026-07-17
2022-11-01,2,176.369076,2026-07-17,2026-07-17
2022-12-01,2,175.827607,2026-07-17,2026-07-17
2023-01-01,2,177.233412,2026-07-17,2026-07-17
2023-02-01,2,178.222749,2026-07-17,2026-07-17
2023-03-01,2,178.812796,2026-07-17,2026-07-17
2023-04-01,2,179.717417,2026-07-17,2026-07-17
2023-05-01,2,180.170024,2026-07-17,2026-07-17
2023-06-01,2,180.751777,2026-07-17,2026-07-17
2023-07-01,2,181.096564,2026-07-17,2026-07-17
2023-08-01,2,181.887441,2026-07-17,2026-07-17
2023-09-01,2,182.339455,2026-07-17,2026-07-17
2023-10-01,2,182.26955,2026-07-17,2026-07-17
2023-11-01,2,181.902251,2026-07-17,2026-07-17
2023-12-01,2,181.721564,2026-07-17,2026-07-17
2024-01-01,2,182.711493,2026-07-17,2026-07-17
2024-02-01,2,183.842417,2026-07-17,2026-07-17
2024-03-01,2,185.030806,2026-07-17,2026-07-17
2024-04-01,2,185.751185,2026-07-17,2026-07-17
2024-05-01,2,186.059834,2026-07-17,2026-07-17
2024-06-01,2,186.12263,2026-07-17,2026-07-17
2024-07-01,2,186.338863,2026-07-17,2026-07-17
2024-08-01,2,186.490521,2026-07-17,2026-07-17
2024-09-01,2,186.789692,2026-07-17,2026-07-17
2024-10-01,2,187.004739,2026-07-17,2026-07-17
2024-11-01,2,186.903436,2026-07-17,2026-07-17
2024-12-01,2,186.969787,2026-07-17,2026-07-17
2025-01-01,2,188.19372,2026-07-17,2026-07-17
2025-02-01,2,189.029621,2026-07-17,2026-07-17
2025-03-01,2,189.454384,2026-07-17,2026-07-17
2025-04-01,2,190.044431,2026-07-17,2026-07-17
2025-05-01,2,190.441351,2026-07-17,2026-07-17
2025-06-01,2,191.09064,2026-07-17,2026-07-17
2025-07-01,2,191.379147,2026-07-17,2026-07-17
2025-08-01,2,191.92891,2026-07-17,2026-07-17
2025-09-01,2,192.417062,2026-07-17,2026-07-17
2025-11-01,2,192.015403,2026-07-17,2026-07-17
2025-12-01,2,191.975118,2026-07-17,2026-07-17
2026-01-01,2,192.684834,2026-07-17,2026-07-17
2026-02-01,2,193.593009,2026-07-17,2026-07-17
2026-03-01,2,195.623815,2026-07-17,2026-07-17
2026-04-01,2,197.28673,2026-07-17,2026-07-17
2026-05-01,2,198.532583,2026-07-17,2026-07-17
2026-06-01,2,197.838863,2026-07-17,2026-07-17
2000-02-01,3,0.413467,2026-07-17,2026-07-17
2000-03-01,3,0.588235,2026-07-17,2026-07-17
2000-04-01,3,-0.05848,2026-07-17,2026-07-17
2000-05-01,3,0.175541,2026-07-17,2026-07-17
2000-06-01,3,0.584112,2026-07-17,2026-07-17
2000-07-01,3,0.29036,2026-07-17,2026-07-17
2000-08-01,3,0.0,2026-07-17,2026-07-17
2000-09-01,3,0.521135,2026-07-17,2026-07-17
2000-10-01,3,0.172811,2026-07-17,2026-07-17
2000-11-01,3,0.172513,2026-07-17,2026-07-17
2000-12-01,3,0.229621,2026-07-17,2026-07-17
2001-01-01,3,0.572738,2026-07-17,2026-07-17
2001-02-01,3,0.22779,2026-07-17,2026-07-17
2001-03-01,3,0.056818,2026-07-17,2026-07-17
2001-04-01,3,0.170358,2026-07-17,2026-07-17
2001-05-01,3,0.510204,2026-07-17,2026-07-17
2001-06-01,3,0.225606,2026-07-17,2026-07-17
2001-07-01,3,-0.168824,2026-07-17,2026-07-17
2001-08-01,3,0.0,2026-07-17,2026-07-17
2001-09-01,3,0.394589,2026-07-17,2026-07-17
2001-10-01,3,-0.280741,2026-07-17,2026-07-17
2001-11-01,3,-0.056306,2026-07-17,2026-07-17
2001-12-01,3,-0.056338,2026-07-17,2026-07-17
2002-01-01,3,0.169109,2026-07-17,2026-07-17
2002-02-01,3,0.168824,2026-07-17,2026-07-17
2002-03-01,3,0.280899,2026-07-17,2026-07-17
2002-04-01,3,0.448179,2026-07-17,2026-07-17
2002-05-01,3,0.111545,2026-07-17,2026-07-17
2002-06-01,3,0.05571,2026-07-17,2026-07-17
2002-07-01,3,0.222717,2026-07-17,2026-07-17
2002-08-01,3,0.277778,2026-07-17,2026-07-17
2002-09-01,3,0.166205,2026-07-17,2026-07-17
2002-10-01,3,0.221239,2026-07-17,2026-07-17
2002-11-01,3,0.165563,2026-07-17,2026-07-17
2002-12-01,3,0.165289,2026-07-17,2026-07-17
2003-01-01,3,0.440044,2026-07-17,2026-07-17
2003-02-01,3,0.547645,2026-07-17,2026-07-17
2003-03-01,3,0.163399,2026-07-17,2026-07-17
2003-04-01,3,-0.380642,2026-07-17,2026-07-17
2003-05-01,3,-0.163755,2026-07-17,2026-07-17
2003-06-01,3,0.109349,2026-07-17,2026-07-17
2003-07-01,3,0.32769,2026-07-17,2026-07-17
2003-08-01,3,0.435493,2026-07-17,2026-07-17
2003-09-01,3,0.325203,2026-07-17,2026-07-17
2003-10-01,3,-0.10805,2026-07-17,2026-07-17
2003-11-01,3,0.054083,2026-07-17,2026-07-17
2003-12-01,3,0.27027,2026-07-17,2026-07-17
2004-01-01,3,0.431267,2026-07-17,2026-07-17
2004-02-01,3,0.214707,2026-07-17,2026-07-17
2004-03-01,3,0.214247,2026-07-17,2026-07-17
2004-04-01,3,0.160342,2026-07-17,2026-07-17
2004-05-01,3,0.426894,2026-07-17,2026-07-17
2004-06-01,3,0.371945,2026-07-17,2026-07-17
2004-07-01,3,0.105876,2026-07-17,2026-07-17
2004-08-01,3,0.052882,2026-07-17,2026-07-17
2004-09-01,3,0.317125,2026-07-17,2026-07-17
2004-10-01,3,0.52687,2026-07-17,2026-07-17
2004-11-01,3,0.471698,2026-07-17,2026-07-17
2004-12-01,3,0.0,2026-07-17,2026-07-17
2005-01-01,3,-0.052165,2026-07-17,2026-07-17
2005-02-01,3,0.417537,2026-07-17,2026-07-17
2005-03-01,3,0.363825,2026-07-17,2026-07-17
2005-04-01,3,0.31072,2026-07-17,2026-07-17
2005-05-01,3,-0.051626,2026-07-17,2026-07-17
2005-06-01,3,0.051653,2026-07-17,2026-07-17
2005-07-01,3,0.619515,2026-07-17,2026-07-17
2005-08-01,3,0.6157,2026-07-17,2026-07-17
2005-09-01,3,1.376849,2026-07-17,2026-07-17
2005-10-01,3,0.150905,2026-07-17,2026-07-17
2005-11-01,3,-0.50226,2026-07-17,2026-07-17
2005-12-01,3,0.0,2026-07-17,2026-07-17
2006-01-01,3,0.605755,2026-07-17,2026-07-17
2006-02-01,3,0.050176,2026-07-17,2026-07-17
2006-03-01,3,0.150451,2026-07-17,2026-07-17
2006-04-01,3,0.500751,2026-07-17,2026-07-17
2006-05-01,3,0.298954,2026-07-17,2026-07-17
2006-06-01,3,0.248385,2026-07-17,2026-07-17
2006-07-01,3,0.545094,2026-07-17,2026-07-17
2006-08-01,3,0.443568,2026-07-17,2026-07-17
2006-09-01,3,-0.490677,2026-07-17,2026-07-17
2006-10-01,3,-0.443787,2026-07-17,2026-07-17
2006-11-01,3,0.049529,2026-07-17,2026-07-17
2006-12-01,3,0.544554,2026-07-17,2026-07-17
2007-01-01,3,0.165928,2026-07-17,2026-07-17
2007-02-01,3,0.387835,2026-07-17,2026-07-17
2007-03-01,3,0.520012,2026-07-17,2026-07-17
2007-04-01,3,0.300066,2026-07-17,2026-07-17
2007-05-01,3,0.413299,2026-07-17,2026-07-17
2007-06-01,3,0.231675,2026-07-17,2026-07-17
2007-07-01,3,0.17806,2026-07-17,2026-07-17
2007-08-01,3,0.030828,2026-07-17,2026-07-17
2007-09-01,3,0.423755,2026-07-17,2026-07-17
2007-10-01,3,0.308324,2026-07-17,2026-07-17
2007-11-01,3,0.785888,2026-07-17,2026-07-17
2007-12-01,3,0.289801,2026-07-17,2026-07-17
2008-01-01,3,0.344771,2026-07-17,2026-07-17
2008-02-01,3,0.241783,2026-07-17,2026-07-17
2008-03-01,3,0.357803,2026-07-17,2026-07-17
2008-04-01,3,0.231438,2026-07-17,2026-07-17
2008-05-01,3,0.591749,2026-07-17,2026-07-17
2008-06-01,3,1.047824,2026-07-17,2026-07-17
2008-07-01,3,0.714144,2026-07-17,2026-07-17
2008-08-01,3,-0.148848,2026-07-17,2026-07-17
2008-09-01,3,0.085509,2026-07-17,2026-07-17
2008-10-01,3,-0.859844,2026-07-17,2026-07-17
2008-11-01,3,-1.770548,2026-07-17,2026-07-17
2008-12-01,3,-0.823352,2026-07-17,2026-07-17
2009-01-01,3,0.253077,2026-07-17,2026-07-17
2009-02-01,3,0.364266,2026-07-17,2026-07-17
2009-03-01,3,-0.098728,2026-07-17,2026-07-17
2009-04-01,3,0.100708,2026-07-17,2026-07-17
2009-05-01,3,0.147149,2026-07-17,2026-07-17
2009-06-01,3,0.829961,2026-07-17,2026-07-17
2009-07-01,3,-0.029797,2026-07-17,2026-07-17
2009-08-01,3,0.334845,2026-07-17,2026-07-17
2009-09-01,3,0.193089,2026-07-17,2026-07-17
2009-10-01,3,0.300193,2026-07-17,2026-07-17
2009-11-01,3,0.334859,2026-07-17,2026-07-17
2009-12-01,3,0.052018,2026-07-17,2026-07-17
2010-01-01,3,0.064873,2026-07-17,2026-07-17
2010-02-01,3,-0.095178,2026-07-17,2026-07-17
2010-03-01,3,0.033137,2026-07-17,2026-07-17
2010-04-01,3,0.023004,2026-07-17,2026-07-17
2010-05-01,3,-0.051977,2026-07-17,2026-07-17
2010-06-01,3,-0.04188,2026-07-17,2026-07-17
2010-07-01,3,0.186925,2026-07-17,2026-07-17
2010-08-01,3,0.146136,2026-07-17,2026-07-17
2010-09-01,3,0.161525,2026-07-17,2026-07-17
2010-10-01,3,0.348185,2026-07-17,2026-07-17
2010-11-01,3,0.253384,2026-07-17,2026-07-17
2010-12-01,3,0.401658,2026-07-17,2026-07-17
2011-01-01,3,0.324304,2026-07-17,2026-07-17
2011-02-01,3,0.321447,2026-07-17,2026-07-17
2011-03-01,3,0.517355,2026-07-17,2026-07-17
2011-04-01,3,0.46941,2026-07-17,2026-07-17
2011-05-01,3,0.318171,2026-07-17,2026-07-17
2011-06-01,3,0.0,2026-07-17,2026-07-17
2011-07-01,3,0.262004,2026-07-17,2026-07-17
2011-08-01,3,0.315446,2026-07-17,2026-07-17
2011-09-01,3,0.217155,2026-07-17,2026-07-17
2011-10-01,3,0.067521,2026-07-17,2026-07-17
2011-11-01,3,0.184785,2026-07-17,2026-07-17
2011-12-01,3,0.023771,2026-07-17,2026-07-17
2012-01-01,3,0.27242,2026-07-17,2026-07-17
2012-02-01,3,0.213745,2026-07-17,2026-07-17
2012-03-01,3,0.209347,2026-07-17,2026-07-17
2012-04-01,3,0.166079,2026-07-17,2026-07-17
2012-05-01,3,-0.206818,2026-07-17,2026-07-17
2012-06-01,3,-0.082636,2026-07-17,2026-07-17
2012-07-01,3,0.028881,2026-07-17,2026-07-17
2012-08-01,3,0.580953,2026-07-17,2026-07-17
2012-09-01,3,0.477127,2026-07-17,2026-07-17
2012-10-01,3,0.269679,2026-07-17,2026-07-17
2012-11-01,3,-0.167934,2026-07-17,2026-07-17
2012-12-01,3,-0.012108,2026-07-17,2026-07-17
2013-01-01,3,0.198079,2026-07-17,2026-07-17
2013-02-01,3,0.542993,2026-07-17,2026-07-17
2013-03-01,3,-0.281192,2026-07-17,2026-07-17
2013-04-01,3,-0.208798,2026-07-17,2026-07-17
2013-05-01,3,0.041416,2026-07-17,2026-07-17
2013-06-01,3,0.238041,2026-07-17,2026-07-17
2013-07-01,3,0.195745,2026-07-17,2026-07-17
2013-08-01,3,0.238729,2026-07-17,2026-07-17
2013-09-01,3,0.037694,2026-07-17,2026-07-17
2013-10-01,3,0.053523,2026-07-17,2026-07-17
2013-11-01,3,0.184449,2026-07-17,2026-07-17
2013-12-01,3,0.264417,2026-07-17,2026-07-17
2014-01-01,3,0.242418,2026-07-17,2026-07-17
2014-02-01,3,0.110078,2026-07-17,2026-07-17
2014-03-01,3,0.204206,2026-07-17,2026-07-17
2014-04-01,3,0.186419,2026-07-17,2026-07-17
2014-05-01,3,0.190301,2026-07-17,2026-07-17
2014-06-01,3,0.132113,2026-07-17,2026-07-17
2014-07-01,3,0.112549,2026-07-17,2026-07-17
2014-08-01,3,-0.016,2026-07-17,2026-07-17
2014-09-01,3,0.007159,2026-07-17,2026-07-17
2014-10-01,3,-0.019791,2026-07-17,2026-07-17
2014-11-01,3,-0.188266,2026-07-17,2026-07-17
2014-12-01,3,-0.308461,2026-07-17,2026-07-17
2015-01-01,3,-0.637032,2026-07-17,2026-07-17
2015-02-01,3,0.253464,2026-07-17,2026-07-17
2015-03-01,3,0.269395,2026-07-17,2026-07-17
2015-04-01,3,0.104248,2026-07-17,2026-07-17
2015-05-01,3,0.329775,2026-07-17,2026-07-17
2015-06-01,3,0.276792,2026-07-17,2026-07-17
2015-07-01,3,0.158632,2026-07-17,2026-07-17
2015-08-01,3,-0.00042,2026-07-17,2026-07-17
2015-09-01,3,-0.224759,2026-07-17,2026-07-17
2015-10-01,3,0.098948,2026-07-17,2026-07-17
2015-11-01,3,0.119462,2026-07-17,2026-07-17
2015-12-01,3,-0.107555,2026-07-17,2026-07-17
2016-01-01,3,-0.045844,2026-07-17,2026-07-17
2016-02-01,3,-0.132968,2026-07-17,2026-07-17
2016-03-01,3,0.31348,2026-07-17,2026-07-17
2016-04-01,3,0.383065,2026-07-17,2026-07-17
2016-05-01,3,0.23641,2026-07-17,2026-07-17
2016-06-01,3,0.277596,2026-07-17,2026-07-17
2016-07-01,3,-0.05037,2026-07-17,2026-07-17
2016-08-01,3,0.184922,2026-07-17,2026-07-17
2016-09-01,3,0.262321,2026-07-17,2026-07-17
2016-10-01,3,0.234269,2026-07-17,2026-07-17
2016-11-01,3,0.117895,2026-07-17,2026-07-17
2016-12-01,3,0.252452,2026-07-17,2026-07-17
2017-01-01,3,0.404308,2026-07-17,2026-07-17
2017-02-01,3,0.159266,2026-07-17,2026-07-17
2017-03-01,3,-0.04672,2026-07-17,2026-07-17
2017-04-01,3,0.123415,2026-07-17,2026-07-17
2017-05-01,3,-0.077398,2026-07-17,2026-07-17
2017-06-01,3,0.065163,2026-07-17,2026-07-17
2017-07-01,3,0.032765,2026-07-17,2026-07-17
2017-08-01,3,0.384863,2026-07-17,2026-07-17
2017-09-01,3,0.510639,2026-07-17,2026-07-17
2017-10-01,3,0.077505,2026-07-17,2026-07-17
2017-11-01,3,0.266801,2026-07-17,2026-07-17
2017-12-01,3,0.210689,2026-07-17,2026-07-17
2018-01-01,3,0.425334,2026-07-17,2026-07-17
2018-02-01,3,0.269229,2026-07-17,2026-07-17
2018-03-01,3,0.019236,2026-07-17,2026-07-17
2018-04-01,3,0.260441,2026-07-17,2026-07-17
2018-05-01,3,0.225795,2026-07-17,2026-07-17
2018-06-01,3,0.090115,2026-07-17,2026-07-17
2018-07-01,3,0.078082,2026-07-17,2026-07-17
2018-08-01,3,0.178732,2026-07-17,2026-07-17
2018-09-01,3,0.206228,2026-07-17,2026-07-17
2018-10-01,3,0.233958,2026-07-17,2026-07-17
2018-11-01,3,-0.070419,2026-07-17,2026-07-17
2018-12-01,3,0.068489,2026-07-17,2026-07-17
2019-01-01,3,-0.081498,2026-07-17,2026-07-17
2019-02-01,3,0.300126,2026-07-17,2026-07-17
2019-03-01,3,0.378179,2026-07-17,2026-07-17
2019-04-01,3,0.375968,2026-07-17,2026-07-17
2019-05-01,3,0.024683,2026-07-17,2026-07-17
2019-06-01,3,-0.032511,2026-07-17,2026-07-17
2019-07-01,3,0.230788,2026-07-17,2026-07-17
2019-08-01,3,0.091477,2026-07-17,2026-07-17
2019-09-01,3,0.153885,2026-07-17,2026-07-17
2019-10-01,3,0.282728,2026-07-17,2026-07-17
2019-11-01,3,0.281542,2026-07-17,2026-07-17
2019-12-01,3,0.291222,2026-07-17,2026-07-17
2020-01-01,3,0.192166,2026-07-17,2026-07-17
2020-02-01,3,0.047467,2026-07-17,2026-07-17
2020-03-01,3,-0.452845,2026-07-17,2026-07-17
2020-04-01,3,-0.792015,2026-07-17,2026-07-17
2020-05-01,3,-0.089833,2026-07-17,2026-07-17
2020-06-01,3,0.48475,2026-07-17,2026-07-17
2020-07-01,3,0.509644,2026-07-17,2026-07-17
2020-08-01,3,0.373134,2026-07-17,2026-07-17
2020-09-01,3,0.262614,2026-07-17,2026-07-17
2020-10-01,3,0.123848,2026-07-17,2026-07-17
2020-11-01,3,0.227413,2026-07-17,2026-07-17
2020-12-01,3,0.434631,2026-07-17,2026-07-17
2021-01-01,3,0.244996,2026-07-17,2026-07-17
2021-02-01,3,0.339568,2026-07-17,2026-07-17
2021-03-01,3,0.524321,2026-07-17,2026-07-17
2021-04-01,3,0.623865,2026-07-17,2026-07-17
2021-05-01,3,0.663506,2026-07-17,2026-07-17
2021-06-01,3,0.846179,2026-07-17,2026-07-17
2021-07-01,3,0.461475,2026-07-17,2026-07-17
2021-08-01,3,0.284293,2026-07-17,2026-07-17
2021-09-01,3,0.452552,2026-07-17,2026-07-17
2021-10-01,3,0.96382,2026-07-17,2026-07-17
2021-11-01,3,0.856626,2026-07-17,2026-07-17
2021-12-01,3,0.690523,2026-07-17,2026-07-17
2022-01-01,3,0.604604,2026-07-17,2026-07-17
2022-02-01,3,0.692638,2026-07-17,2026-07-17
2022-03-01,3,1.115641,2026-07-17,2026-07-17
2022-04-01,3,0.308335,2026-07-17,2026-07-17
2022-05-01,3,0.9485,2026-07-17,2026-07-17
2022-06-01,3,1.256102,2026-07-17,2026-07-17
2022-07-01,3,-0.014917,2026-07-17,2026-07-17
2022-08-01,3,0.062391,2026-07-17,2026-07-17
2022-09-01,3,0.424267,2026-07-17,2026-07-17
2022-10-01,3,0.559475,2026-07-17,2026-07-17
2022-11-01,3,0.261403,2026-07-17,2026-07-17
2022-12-01,3,0.015396,2026-07-17,2026-07-17
2023-01-01,3,0.531402,2026-07-17,2026-07-17
2023-02-01,3,0.342853,2026-07-17,2026-07-17
2023-03-01,3,0.123072,2026-07-17,2026-07-17
2023-04-01,3,0.339274,2026-07-17,2026-07-17
2023-05-01,3,0.161469,2026-07-17,2026-07-17
2023-06-01,3,0.224175,2026-07-17,2026-07-17
2023-07-01,3,0.195715,2026-07-17,2026-07-17
2023-08-01,3,0.483571,2026-07-17,2026-07-17
2023-09-01,3,0.390092,2026-07-17,2026-07-17
2023-10-01,3,0.136685,2026-07-17,2026-07-17
2023-11-01,3,0.146898,2026-07-17,2026-07-17
2023-12-01,3,0.19244,2026-07-17,2026-07-17
2024-01-01,3,0.309969,2026-07-17,2026-07-17
2024-02-01,3,0.409754,2026-07-17,2026-07-17
2024-03-01,3,0.443134,2026-07-17,2026-07-17
2024-04-01,3,0.217068,2026-07-17,2026-07-17
2024-05-01,3,0.048559,2026-07-17,2026-07-17
2024-06-01,3,-0.04183,2026-07-17,2026-07-17
2024-07-01,3,0.167708,2026-07-17,2026-07-17
2024-08-01,3,0.157222,2026-07-17,2026-07-17
2024-09-01,3,0.213334,2026-07-17,2026-07-17
2024-10-01,3,0.28564,2026-07-17,2026-07-17
2024-11-01,3,0.284193,2026-07-17,2026-07-17
2024-12-01,3,0.339938,2026-07-17,2026-07-17
2025-01-01,3,0.427262,2026-07-17,2026-07-17
2025-02-01,3,0.225106,2026-07-17,2026-07-17
2025-03-01,3,0.033158,2026-07-17,2026-07-17
2025-04-01,3,0.161671,2026-07-17,2026-07-17
2025-05-01,3,0.099281,2026-07-17,2026-07-17
2025-06-01,3,0.254195,2026-07-17,2026-07-17
2025-07-01,3,0.228351,2026-07-17,2026-07-17
2025-08-01,3,0.348264,2026-07-17,2026-07-17
2025-09-01,3,0.29509,2026-07-17,2026-07-17
2025-11-01,3,0.252278,2026-07-17,2026-07-17
2025-12-01,3,0.297788,2026-07-17,2026-07-17
2026-01-01,3,0.170843,2026-07-17,2026-07-17
2026-02-01,3,0.267003,2026-07-17,2026-07-17
2026-03-01,3,0.865144,2026-07-17,2026-07-17
2026-04-01,3,0.640038,2026-07-17,2026-07-17
2026-05-01,3,0.472914,2026-07-17,2026-07-17
2026-06-01,3,-0.422482,2026-07-17,2026-07-17
2000-01-01,4,100.0,2026-07-17,2026-07-17
2000-02-01,4,100.413467,2026-07-17,2026-07-17
2000-03-01,4,101.004135,2026-07-17,2026-07-17
2000-04-01,4,100.945068,2026-07-17,2026-07-17
2000-05-01,4,101.122268,2026-07-17,2026-07-17
2000-06-01,4,101.712936,2026-07-17,2026-07-17
2000-07-01,4,102.008269,2026-07-17,2026-07-17
2000-08-01,4,102.008269,2026-07-17,2026-07-17
2000-09-01,4,102.53987,2026-07-17,2026-07-17
2000-10-01,4,102.71707,2026-07-17,2026-07-17
2000-11-01,4,102.894271,2026-07-17,2026-07-17
2000-12-01,4,103.130538,2026-07-17,2026-07-17
2001-01-01,4,103.721205,2026-07-17,2026-07-17
2001-02-01,4,103.957472,2026-07-17,2026-07-17
2001-03-01,4,104.016539,2026-07-17,2026-07-17
2001-04-01,4,104.193739,2026-07-17,2026-07-17
2001-05-01,4,104.72534,2026-07-17,2026-07-17
2001-06-01,4,104.961607,2026-07-17,2026-07-17
2001-07-01,4,104.784406,2026-07-17,2026-07-17
2001-08-01,4,104.784406,2026-07-17,2026-07-17
2001-09-01,4,105.197874,2026-07-17,2026-07-17
2001-10-01,4,104.90254,2026-07-17,2026-07-17
2001-11-01,4,104.843473,2026-07-17,2026-07-17
2001-12-01,4,104.784406,2026-07-17,2026-07-17
2002-01-01,4,104.961607,2026-07-17,2026-07-17
2002-02-01,4,105.138807,2026-07-17,2026-07-17
2002-03-01,4,105.434141,2026-07-17,2026-07-17
2002-04-01,4,105.906675,2026-07-17,2026-07-17
2002-05-01,4,106.024808,2026-07-17,2026-07-17
2002-06-01,4,106.083875,2026-07-17,2026-07-17
2002-07-01,4,106.320142,2026-07-17,2026-07-17
2002-08-01,4,106.615475,2026-07-17,2026-07-17
2002-09-01,4,106.792676,2026-07-17,2026-07-17
2002-10-01,4,107.028943,2026-07-17,2026-07-17
2002-11-01,4,107.206143,2026-07-17,2026-07-17
2002-12-01,4,107.383343,2026-07-17,2026-07-17
2003-01-01,4,107.855877,2026-07-17,2026-07-17
2003-02-01,4,108.446545,2026-07-17,2026-07-17
2003-03-01,4,108.623745,2026-07-17,2026-07-17
2003-04-01,4,108.210278,2026-07-17,2026-07-17
2003-05-01,4,108.033077,2026-07-17,2026-07-17
2003-06-01,4,108.151211,2026-07-17,2026-07-17
